grid_id,optimized_energy
1,280.66635994149544
2,444.8946589212879
3,344.25663623025383
4,310.7559041582731
5,207.36473987767403
6,499.97353056662496
7,149.6230557089871
8,268.3111247558638
9,88.42992338919471
10,50.0
11,422.05771976010203
12,214.64634197720625
13,285.21246939817337
14,123.36947084521942
15,378.75865466652704
16,379.84471576087213
17,395.2605146654648
18,485.2444229001433
19,314.3657189318655
20,249.27566696630967
21,229.67656028886452
22,486.1290419143752
23,77.0928082900578
24,210.13429290206565
25,295.47787071444463
26,201.16522539203393
27,362.2007036295029
28,210.85006937373655
29,50.0
30,70.09975794723748
31,96.05686644587233
32,466.2412139797841
33,224.36615709967043
34,132.28936989560552
35,353.09233330659134
36,231.72366468552087
37,424.2217922362602
38,359.07066516016283
39,330.01467185130394
40,61.68073007221263
41,175.49395611224207
42,85.55404954163434
43,346.75278054457124
44,358.50131682721343
45,270.8264359624673
46,500.0
47,165.10839498348702
48,418.3326676171228
49,128.80483599449965
50,341.55678867974274
51,109.58070186639245
52,356.08533129547834
53,141.64948363694847
54,399.1562968361586
55,56.8374556398564
56,50.0
57,210.32124888932063
58,182.56588368480746
59,425.474485638621
60,382.0495694616495
61,334.09270952053686
62,229.78699445294328
63,385.1100937729725
64,130.95996563683383
65,60.03235927065504
66,230.9158431593074
67,500.0
68,269.7630472850407
69,232.69407453573376
70,176.7548942714911
71,158.45085011928754
72,177.66375844418138
73,124.5458472888339
74,429.72765253260866
75,102.70471798067348
76,245.49282766826968
77,288.5746860567811
78,216.827472028039
79,351.24181051840054
80,265.2194383936288
81,500.0
82,80.3476269479245
83,275.22146130667903
84,367.2162074915745
85,402.3390878729448
86,321.75314282377917
87,307.8939622237532
88,373.4417304590839
89,107.47758633312107
90,337.6979029123986
91,280.3773032961642
92,50.0
93,230.82465438476038
94,317.88437313983184
95,281.269636590139
96,274.1782131644252
97,173.53340975970465
98,213.522308686732
99,356.9078306479877
100,228.73251251648165
101,384.08254320374454
102,409.2276477756528
103,339.85766570357606
104,327.9593468071341
105,57.027225776089246
106,441.19344048830186
107,355.4192524087865
108,50.05198925120948
109,317.6456815970067
110,288.604365076395
111,500.0
112,500.0
113,227.78923751123878
114,209.36936988327201
115,475.52002820997603
116,127.62627133931794
117,210.3195211363488
118,351.42230604114786
119,496.6402656374267
120,166.29695151757375
121,124.5034188644205
122,420.5185040626205
123,324.5296043792982
124,138.53994682513346
125,180.2232950641016
