grid_id,optimized_energy
0,451.21749456767816
1,444.0715900874856
2,457.68459992406457
3,467.8853050418371
4,450.6080614468016
5,450.3166346092363
6,450.6316705266282
7,472.10986908693405
8,460.14187368468816
9,449.6587946820739
10,471.93883302272366
11,452.9320612967541
12,470.4735843532045
13,453.3029324816061
14,456.2685175843462
15,462.7123086236188
16,458.12111576718553
17,467.46190284857295
18,454.95604051165714
19,443.7027113231889
20,463.7328901901906
21,442.7520416744962
22,444.58090938298153
23,457.1632252704832
24,452.823836646704
25,456.3640526983662
26,444.3023661522196
27,443.57279147016106
28,452.3209471059189
29,453.6522274446595
30,464.0963933694799
31,465.40680994654446
32,456.5158215788019
33,457.799083495271
34,470.1615221956025
35,448.6485100131909
36,452.05459904455387
37,460.5424637726422
38,452.1812028718916
39,471.1832476175735
40,463.321192033232
41,451.8798536279197
42,462.495986426126
43,462.0437094969907
44,460.41454555067935
45,469.5802726260863
46,469.0813680629623
47,459.5227494881575
48,457.85163980733904
49,457.5147168793158
50,465.3624374878339
51,466.6472287526273
52,467.6978714910304
53,458.7869502227057
54,459.7239952765008
55,462.6035467546749
56,461.5516194109697
57,448.9418920827195
58,449.6785282697513
59,447.0707720392623
60,456.57609583326126
61,447.2409258570738
62,450.9627533982807
63,454.39965070045264
64,452.88242687092
65,474.3032278074596
66,473.14608059077926
67,464.9999860624177
68,467.3063414224559
69,453.14472289880064
70,465.4471420983328
71,457.5884085365559
72,469.0492039556187
73,465.1374080855345
74,456.9104367279189
75,477.9519796265703
76,456.881916517808
77,475.3803850158825
78,456.5912195116821
79,460.85909692038496
80,469.9985860785551
81,471.7740512147581
82,481.5039362870384
83,469.6823336602424
84,469.310851776021
85,470.535088254491
86,462.23680984159375
87,464.5162511766911
88,475.4404489049029
89,467.5391750810064
90,478.45484928382695
91,479.7779378465564
92,480.6833140406902
93,480.6955003628166
94,481.2477740296859
95,479.4117954291389
96,490.4976274512746
97,472.8741393129047
98,485.2221190243908
99,492.2648669672847
100,480.3841880880057
101,488.42184532877
102,486.3558756386809
103,467.6040196839682
104,487.8228854974696
105,479.9155437612982
106,469.6816616683285
107,479.8277618002297
108,492.5876911593644
109,486.4154196156755
110,486.9085796926887
111,477.0708876486409
112,485.8087010568156
113,493.9241255113375
114,476.98795904455295
115,490.4711738235093
116,492.4921402551813
117,503.2852000861008
118,482.2956812251401
119,495.8440913520151
120,507.2879691638096
121,495.0105805265173
122,502.5498326666686
123,495.64689737572354
124,496.53213304711386
125,504.8769883043698
126,504.5648972203167
127,503.84871161148646
128,506.2281835329759
129,485.4213202148922
130,485.6122699389894
131,492.12540935768334
132,492.6226912826879
133,486.0043584570556
134,505.13376286828736
135,502.9472410985187
136,488.3359369778765
137,489.0091882632105
138,503.9880291749033
139,492.9655290863936
140,491.2557665659156
141,491.22061454256783
142,481.6652303667803
143,489.1741888554122
144,478.7932947202212
145,491.8052542733874
146,503.8805637001992
147,502.6608602213919
148,487.1459857658959
149,495.08810349782175
150,497.9856820127634
151,494.4298581177474
152,486.9897107721692
153,497.960882031692
154,496.6927509940449
155,488.3505822655275
156,497.8897819615897
157,488.4728854231212
158,491.4451421339925
159,495.0930297255621
160,503.9149687111968
161,514.4247469063329
162,502.089243659028
163,502.4137907377675
164,501.57445898807447
165,491.56121224063554
166,503.6620396536102
167,505.85368678093175
168,493.1858805882577
169,511.5147117715138
170,515.1420081507316
171,516.4484827250652
172,508.33504639314674
173,514.3705583234951
174,503.1809573815453
175,492.5065925165932
176,513.3903341417475
177,488.24923870048593
178,509.0377705644387
179,513.1749023453979
180,508.9147098251743
181,496.5103096463232
182,496.7010960254098
183,506.25496740475126
184,494.2150648175208
185,483.2513653120503
186,498.660779214255
187,488.2705175056064
188,498.6117928522492
189,499.4656229702533
190,490.25853943250974
191,505.1686423262519
192,514.6701784108507
193,504.62459478699344
194,506.39209587002784
195,508.0957005704464
196,499.1318003854653
197,521.6021457120993
198,522.1416238514323
199,513.6316757305709
200,526.013948090304
201,518.8213959747468
202,516.2070988936845
203,529.5262771823258
204,532.9680559537596
205,534.2101019222677
206,515.3335269250535
207,522.5647004812566
208,522.5812907725192
209,530.1416008521779
210,529.146467539831
211,507.86829471690226
212,505.8143279753597
213,503.0136001307585
214,510.6978793579637
215,510.1112168645222
216,522.3590832310072
217,514.0987304820045
218,515.2977636482135
219,514.0095402082568
220,516.7568361595154
221,507.322501818124
222,507.1838900445849
223,529.3754193232323
224,519.8668885948218
225,521.8537927294675
226,520.0243858243279
227,531.0067272198949
228,519.7568343445274
229,528.4376073579448
230,529.8618263128596
231,532.4298746120693
