grid_id,optimized_energy
1,473.0004471148738
2,500.0
3,465.01409017860425
4,157.7168838738286
5,499.52608232539103
6,343.09188419046944
7,485.07262751868456
8,500.0
9,500.0
10,149.64558233063872
11,57.83390965889228
12,375.7103634358163
13,231.1810641147023
14,115.73639229691335
15,78.95356401650233
16,243.2158084096881
17,50.0
18,437.7225818115495
19,500.0
20,500.0
21,219.93894038854242
22,449.15603734105605
23,407.88705404848537
24,159.51977509723912
25,499.3882322124293
26,281.902630141552
27,97.30536945399741
28,352.0072977633406
29,285.2837221221667
30,173.77537405910363
31,126.13519838440394
32,499.98841234998815
33,485.4594564575543
34,500.0
35,252.86763730862194
36,470.97881091036515
37,279.7945754576382
38,499.91579837050796
39,136.5486322390231
40,500.0
41,391.6691427811074
42,50.0
43,267.24951629511395
44,224.43899754294725
45,391.03814113926614
46,296.5252579401529
47,499.3819390050425
48,352.1938501874377
49,50.0
50,297.56098741519764
51,244.41548458141165
52,97.3565671339889
53,311.9022989963526
54,182.15723931779632
55,500.0
56,104.84850447252866
57,462.5589275776471
58,254.54201325141406
59,252.75135701540057
60,186.17282826300573
61,249.149735639561
62,500.0
63,299.7059989996548
64,93.47895414845684
65,50.0
66,500.0
67,145.48587345199329
68,475.54787145870694
69,233.6147821151922
70,319.02538878202733
71,448.28207929403663
72,424.27427019701196
73,268.4556717373626
74,311.47493701019766
75,500.0
76,494.71616344175834
77,50.37779886018381
78,375.2226868095471
79,432.84819019125763
80,292.9675783338068
81,500.0
82,500.0
83,426.0957479558627
84,299.37201169394
85,230.7010933584678
86,202.6752645002824
87,50.00111543625792
88,333.86736268033405
89,353.9556938156824
90,226.659517508452
91,50.0
92,500.0
93,359.4228308319856
94,500.0
95,290.92903350376935
96,437.6646496766924
97,300.00431127389453
98,500.0
99,491.29205065332974
100,496.8245720670506
101,382.2968370122049
102,266.99341143498646
103,352.8748317480501
104,250.2934793286209
105,273.5224617016057
106,500.0
107,500.0
108,354.7576778404326
109,261.1002704579254
110,388.2737059595553
111,465.5530820315354
112,50.0
113,230.43017916621736
114,499.9434575745199
115,499.0916424015985
116,497.7491064800575
117,50.0
118,300.758290384894
119,478.99449201830566
120,93.09690408983725
121,341.39585162382497
122,437.2824391748734
123,50.0
124,377.4327272684794
125,317.49787442602826
126,137.6499534448142
127,79.32021637203052
128,494.73559677620267
129,206.77912776175117
130,65.47502260556048
131,50.0
132,286.02044799340234
133,470.58539537227404
134,494.2417383322198
135,83.28892043899471
136,500.0
137,483.8940457533355
138,369.1985508483862
139,181.34164938045757
140,50.0
141,430.68551986587244
142,278.9390886140462
143,455.1492547129244
144,162.94414523336667
145,335.55098229594773
146,494.1007367678289
147,70.3411188679815
148,166.51058412866306
149,158.38531385797913
150,335.4086161391331
151,467.68433929373055
152,467.03606611105045
153,333.8477808271318
154,50.0
155,500.0
156,264.70442583418026
157,440.38458062137755
158,499.8764184672202
159,500.0
160,51.88408864964939
161,442.7718269771712
162,353.36731371337794
163,97.24479079769071
164,240.37090892231518
165,178.8195582697759
166,50.0
167,50.0
168,104.46682160599941
169,315.27470954334694
170,292.6726788463188
171,489.0793623077658
172,222.70608093994696
173,289.1502332052065
174,499.1292230972706
175,50.0
176,51.144191405614485
177,500.0
178,148.3697053147769
179,500.0
180,482.3386046359961
181,243.97437846933164
182,50.0
183,188.4093674498898
184,411.20765153166
185,239.52599056979315
186,223.18370151591478
187,81.00699447866104
188,305.70902872642466
189,169.41180382423616
190,500.0
191,218.45023553053093
192,469.93595694588504
193,472.7621709975741
194,500.0
195,497.2272702221791
196,499.7486761684323
197,50.0
198,500.0
199,500.0
200,339.96709282725243
201,496.77733650977837
202,489.27672157438286
203,408.9876457390818
204,500.0
205,324.0370798279329
206,83.69274744289747
207,159.17905430997206
208,159.21412287141473
209,332.557324937254
210,50.02508973383643
211,165.69272692381114
212,444.1564088748275
213,56.0326733824663
214,50.42316240494528
215,231.57181769859423
216,499.03671169952537
217,499.7118735341971
218,354.3047915594118
219,206.9266948302379
220,500.0
221,499.506087216386
222,351.60718778585436
223,218.52417655480735
224,50.0
225,500.0
226,83.08906765052832
227,287.1566975957621
228,500.0
229,499.78787993241036
230,431.6912137128465
231,405.4566360643602
232,179.64205882993244
233,50.0
234,144.8872000324011
235,179.97300207443885
236,391.64147186726177
237,496.5645239434165
238,434.5023977305835
239,85.74707303963001
240,180.86340289986825
241,174.04342167280726
242,184.80265848881777
243,499.9708745925201
244,242.31550417490308
245,209.672440036841
246,193.83783153061813
247,411.2099458327785
248,473.0440387376237
249,116.01245853305915
250,201.364015476122
251,128.63501562093884
252,115.31982252037538
253,499.99031296116823
254,434.8055270775924
255,500.0
